"task"	"profile"	"context"	"memory_uid"	"fixture_id"	"locator"	"audiences"	"verified"	"impact_en"	"impact_ko"
"2"	"task-2-proposal-authority"	"advisor2/emphasis"	"328de462-17a4-551f-9f74-cb3118519e45"	"T2-R-051"	"emphasis/contribution-naming"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/emphasis"	"eab1dac5-8b61-5793-a56f-c4e3e64af190"	"T2-R-013"	"emphasis/recruitment-primary-constraint"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/emphasis"	"f90e616a-d5a4-5cc2-86e4-62534a1faf83"	"T2-R-073"	"emphasis/recruitment-secondary-constraint"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"9bd2a9da-9720-5001-b958-f7a2a2658f87"	"T2-R-026"	"style/em-dash-conditional-use"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/emphasis"	"78a1c87a-6936-516c-b578-8e97dc2e91f4"	"T2-R-055"	"emphasis/reviewer-contribution-capacity"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"b39cf79f-d174-5ecb-98c9-b3f62ce0696a"	"T2-R-004"	"claim-evidence/evidence-adjacency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"b95e0185-f933-508d-8da7-41c65e2cc340"	"T2-R-005"	"claim-evidence/observation-prediction-status"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/expression"	"4264c20d-3e44-578d-866e-7787cc7b59e2"	"T2-R-009"	"expression/sequence-table-choice"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"f82f1e1f-3f27-5668-a5a4-e64b0f88b44a"	"T2-R-010"	"claim-evidence/causal-language"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"b5461283-9001-510c-9a30-bb367f247b25"	"T2-R-012"	"claim-evidence/source-priority"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"87340c01-2e0f-5b82-9410-2133648022da"	"T2-R-027"	"claim-evidence/design-rationale"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"8b15a9ad-aa53-5a54-beb2-f1cc8d6da846"	"T2-R-041"	"claim-evidence/direct-evidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"565a2263-e3bc-5379-9a80-64665b491c88"	"T2-R-056"	"claim-evidence/reviewer-evidence-order"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"e3e20261-e03c-52fb-be9e-04f5f9b1294d"	"T2-R-019"	"style/action-first-procedure"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"8d8d0e8d-dad1-50b5-9438-049052748a6a"	"T2-R-020"	"style/confirmed-procedure-status"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"8c74ba87-822b-5ce2-9a3a-3adc02ab9744"	"T2-R-052"	"style/unconfirmed-procedure-status"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"1f29de31-5429-5dfc-ab27-01779fa16704"	"T2-R-057"	"style/reviewer-action-first-sequence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/terminology"	"e2ae95ed-9033-5625-9179-33f4cf4a95c1"	"T2-R-006"	"terminology/term-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/terminology"	"4be60357-09fa-523d-8c8d-8e03ace8fde9"	"T2-R-021"	"terminology/abbreviation-eligibility"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/terminology"	"0dd5d707-7d13-5be0-8377-421507650cba"	"T2-R-082"	"terminology/abbreviation-definition"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/terminology"	"9b3f0cde-7c3e-5b6a-9500-855f31d65ef2"	"T2-R-042"	"terminology/participant-role-language"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/terminology"	"8c896114-85e6-5c3c-ae3f-6e8e6b59f2fe"	"T2-R-058"	"terminology/reviewer-undefined-abbreviation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/expression"	"70a8c3f0-0f6a-5881-abd6-29f52833b7bd"	"T2-R-033"	"expression/prototype-fidelity-separation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/expression"	"b410aa8d-db87-586b-a1cd-4af5767a9f7a"	"T2-R-081"	"expression/interaction-state-change"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/expression"	"a385fbb1-85b4-5132-bbc7-8fd8daedb715"	"T2-R-059"	"expression/reviewer-caption-scan"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"90be328f-1c05-5574-9657-1b0cc04a10b8"	"T2-R-007"	"methods/question-evidence-analysis"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"1d181223-f750-57d2-97a5-b79f276a589f"	"T2-R-014"	"style/sentence-rhythm-rule"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"a5ce5f9f-8852-5080-ae35-21abcf4a0973"	"T2-R-074"	"style/connected-thoughts"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"452ab231-3131-5697-a728-475289deafd0"	"T2-R-016"	"methods/preregistration-change-condition"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"9c979f39-9660-5392-a1cd-0d1317af0e0f"	"T2-R-075"	"methods/preregistration-change-record"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"8a49f598-804e-5a81-8e88-add7b665633a"	"T2-R-022"	"methods/bounded-target-range"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"629cb159-6f6c-5476-870d-716ab573aef8"	"T2-R-028"	"methods/data-collection-tool"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"b565c5c9-a0f7-5aff-a3b1-19696c4d3b39"	"T2-R-076"	"methods/data-collection-timing"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"251a4b3c-58fd-5d66-b5bc-74dcbeaa7a0d"	"T2-R-034"	"methods/range-boundary-review"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"f150891e-7635-5c35-b986-d369bc630ef4"	"T2-R-036"	"methods/deployment-failure-observation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"7860d9d6-5c2e-5969-b956-f71398218d02"	"T2-R-084"	"methods/deployment-safety-signal"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"4fc24f87-e7b5-5d34-b850-f90cdc9b1ea2"	"T2-R-060"	"methods/reviewer-answerability-trace"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"2db331a6-28d7-5c32-8372-7d3f8bc5b04a"	"T2-R-069"	"methods/author-feature-contribution-assumption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/evaluation"	"f27576c7-6f53-5412-901c-19df7e1d5e2e"	"T2-R-043"	"evaluation/primary-measure"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/evaluation"	"8608bdf3-49d7-54d0-a2fb-c883c24e40ef"	"T2-R-061"	"evaluation/panel-primary-measure"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"bc8c1327-993c-51ce-8f53-919dc253e0f8"	"T2-R-008"	"ethics/burden-mitigation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"578f6fdf-6bbc-5d1b-8f03-c7460a5cdc7b"	"T2-R-029"	"ethics/accessibility-accommodation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"6804d5db-c872-5ded-bf68-14fd30e1b645"	"T2-R-077"	"ethics/accommodation-delivery"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"448f23d0-9607-5977-9d13-a99af48a6fc1"	"T2-R-030"	"ethics/identifier-separation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"b97f3e2f-e132-5f6f-a748-f406a89a1bc5"	"T2-R-037"	"ethics/equipment-loan"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"d05964ea-0423-5642-86e1-9e9c19edffbe"	"T2-R-078"	"ethics/equipment-return"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"26407eb8-5c02-551f-a960-1652eb080f90"	"T2-R-062"	"ethics/ethics-reviewer-mitigation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/scope"	"6cfd5026-0c04-5ed8-baac-a56e68723aa3"	"T2-R-025"	"scope/generalization-boundary"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/scope"	"5bc7cf05-8c47-57d4-a749-ec7d2ec45e3e"	"T2-R-063"	"scope/reviewer-generalization-boundary"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/safety"	"ceb095a9-3068-55ea-a06f-d954c121e007"	"T2-R-038"	"safety/escalation-order"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/safety"	"962d7645-02b3-5611-8415-4370794c10d4"	"T2-R-064"	"safety/staff-escalation-reliance"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"5c9755f8-78bd-5654-a3c7-8be0864e4f12"	"T2-R-039"	"feasibility/unverified-schedule-assumption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"75af48aa-b39e-5b55-95d9-f7f7d2becbad"	"T2-R-085"	"feasibility/unverified-recruitment-assumption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"292e33b0-4bfd-5e3a-9379-0fbf3619c42d"	"T2-R-086"	"feasibility/unverified-technical-assumption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"c0c1fd8d-1aae-51a3-a1d4-66c1481d7b48"	"T2-R-044"	"feasibility/resource-traceability"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"7be25c27-6d67-50fe-90b5-76fca32a93d8"	"T2-R-065"	"feasibility/operations-staff-check"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"1aae182f-4eb3-58b7-b8cd-5ce517ead36a"	"T2-R-087"	"feasibility/operations-equipment-check"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"84f6e5e3-96b4-538b-a633-1b656204a296"	"T2-R-088"	"feasibility/operations-time-check"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/reproducibility"	"40f11374-d91b-546a-9e93-fcf98a0fde98"	"T2-R-035"	"reproducibility/software-version-assessability"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/budget"	"d614b55d-d9f6-5347-8d02-2d219d621a09"	"T2-R-023"	"budget/separate-table-detail"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/budget"	"24500129-4b07-564f-ba67-39e40d7d7860"	"T2-R-031"	"budget/table-stable-rows"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/budget"	"07bad409-af9c-512a-b829-7ceb28273f91"	"T2-R-079"	"budget/table-assumption-column"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/budget"	"abf6d361-c2eb-512f-87e0-f3af9c5eb677"	"T2-R-066"	"budget/reviewer-table-arithmetic"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"be9e402b-8d3b-58da-9766-2cf2ec25b9ae"	"T2-R-046"	"compensation/base-hourly-rate"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"85157c57-410f-5c7d-8183-b37d61eebf8a"	"T2-R-047"	"compensation/modality-burden"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"8abeab95-3e41-5378-8409-08200aee9d58"	"T2-R-053"	"compensation/participation-time"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"9b59c6ed-5dbe-5ccc-87b5-6be31f414e68"	"T2-R-048"	"compensation/payment-method"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"5c6c461d-05e5-5b0c-b801-245de2f9c8d7"	"T2-R-049"	"compensation/payment-method-finality"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"44abc098-8c9f-5abb-bc49-9deb25066d93"	"T2-R-050"	"compensation/modality-rate"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"2a252668-f3f2-5582-b248-43ad81c54a48"	"T2-R-067"	"compensation/participant-fairness"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/review"	"6d203c86-b6e0-586a-b896-b654fa319ed1"	"T2-R-032"	"review/substantive-pass"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/review"	"6b75bfb1-67f5-50bb-9e0c-04026062de96"	"T2-R-040"	"review/question-prototype-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/review"	"3abfda89-82ab-5cc5-bdcd-5e2f274fd727"	"T2-R-089"	"review/task-measure-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/review"	"f14f1974-9035-5a2c-931a-89a5004a2567"	"T2-R-090"	"review/evidence-decision-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/review"	"6ba1d344-5d98-5c25-ba1e-b28c08d39747"	"T2-R-045"	"review/logic-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/review"	"4a85ebbd-a4ee-5c88-9e93-5fc545f41c64"	"T2-R-068"	"review/reviewer-question-prototype-confidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/review"	"75c4c71d-28e3-559c-99d1-f0dccc31a9e2"	"T2-R-091"	"review/reviewer-task-measure-confidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/review"	"577e5506-78e8-5768-b288-7a5986347cce"	"T2-R-092"	"review/reviewer-evidence-decision-confidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/structure"	"32cef408-4c66-5ef2-9a59-eea6fc67b16e"	"T2-R-093"	"structure/continuous-flow-space-benefit"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/structure"	"3579fcc0-c74e-5006-901b-6406a3106fa1"	"T2-R-094"	"structure/continuous-flow-bridge"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/structure"	"2c2aa1af-c450-5c8d-a907-042c5757d3ee"	"T2-R-095"	"structure/continuous-flow-causal-thread"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/structure"	"1fb62d5b-532b-5664-842c-57622e3c8b9d"	"T2-R-096"	"structure/reader-fragmentation-observation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/emphasis"	"7af2db41-9091-5452-9beb-8fd7b48b7872"	"T2-R-097"	"emphasis/primary-deployment-decision"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/emphasis"	"2312f35d-c17d-5af3-b84f-d2e671d7663f"	"T2-R-098"	"emphasis/optional-feature-boundary"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"888ce8af-a36e-5e74-9a0c-604aac48d3b7"	"T2-R-099"	"style/author-sentence-rhythm-preference"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"27b58ee9-5cad-5872-8eb7-a694728d8e79"	"T2-R-100"	"claim-evidence/workaround-evidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"cf7e9410-2144-53c4-a236-a16a7b5be494"	"T2-R-101"	"claim-evidence/stakeholder-report-observation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"ad643b33-fba1-5643-b57f-3bb8c3829122"	"T2-R-102"	"claim-evidence/breakdown-log-value"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/claim-evidence"	"546548e3-c47a-5a74-a04a-0a328602ead4"	"T2-R-103"	"claim-evidence/routine-adaptation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"ddf40413-3274-5662-ba5e-d6cae2a1e546"	"T2-R-104"	"style/action-first-checklist"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"6b7aaddf-5bbd-5015-811d-9f4d7a4b4ad1"	"T2-R-105"	"style/first-person-pronoun-consistency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"89c2ce30-d6aa-5762-bf17-c697caac68e4"	"T2-R-106"	"style/action-first-reuse"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/terminology"	"dc9e3f25-7aac-500b-b431-f6d810dd09bb"	"T2-R-107"	"terminology/operational-role-authority"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/terminology"	"04956cab-eb3a-5b71-be45-b1edd6c4a216"	"T2-R-108"	"terminology/title-authority-variance"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/terminology"	"fc8613e8-86ca-5322-bb5d-03dfbca71c46"	"T2-R-109"	"terminology/author-user-bucket"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/expression"	"22254f16-4628-5fd9-b1af-6e66dc2572b3"	"T2-R-110"	"expression/sequence-table-stable-rows"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/expression"	"32028269-5d43-5a65-b22b-9e570ceabfde"	"T2-R-111"	"expression/sequence-table-update-cost"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/expression"	"939ee3d0-b611-574a-a25b-82708394bd5e"	"T2-R-112"	"expression/reader-table-overview-limit"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"40f23f85-561e-55b3-825b-5000f9638f8a"	"T2-R-113"	"methods/range-minimum-case"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"9527ccb8-6662-58e3-8edd-daf7c0a713af"	"T2-R-114"	"methods/range-change-absorption"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"3ff9ec36-b70d-5dbd-9692-27fdf734fd20"	"T2-R-115"	"methods/range-schedule-cases"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"9e1c3629-641f-5c09-915d-8a2ad1c8013a"	"T2-R-116"	"methods/range-maximum-case"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/methods"	"7ba672db-131e-5795-89c9-46f56344e7ed"	"T2-R-117"	"methods/range-budget-tradeoff"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"9f1b647a-bd2b-50df-8141-5b8c142c0fa5"	"T2-R-118"	"style/author-em-dash-confidence"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/style"	"49a42872-adcc-5bf8-9029-1d134cac6267"	"T2-R-119"	"style/em-dash-rhetorical-function"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/evaluation"	"b06bb706-f911-5767-8e27-b64c74d0e592"	"T2-R-120"	"evaluation/decision-threshold"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/evaluation"	"473ec6e8-29f0-5c83-b36d-b7d32eeb25a3"	"T2-R-121"	"evaluation/work-redistribution"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/evaluation"	"935cf79f-3e67-567d-ab55-35e8fad7eb37"	"T2-R-122"	"evaluation/acceptability-usability-separation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/evaluation"	"bea0e97f-1217-507b-87a7-09ce85bae9fe"	"T2-R-123"	"evaluation/implementation-fidelity"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/evaluation"	"dbe435ff-fe32-54fe-a2e6-7b46694ce151"	"T2-R-124"	"evaluation/novelty-decay"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"7e0ba411-3fd9-53ec-8a3f-4499316c06bb"	"T2-R-125"	"ethics/safe-fallback"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"a6fbea37-335c-544b-8bac-01f759bc3855"	"T2-R-126"	"ethics/refusal-nonpenalty"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"885d1cf3-8bcd-513c-9591-a548fcbd3992"	"T2-R-127"	"ethics/advisor-fallback-risk"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/ethics"	"520b4c9f-306e-5749-83b5-2218c97f89e6"	"T2-R-128"	"ethics/author-short-session-burden"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/scope"	"25731e2b-8535-5b37-a377-0a3a99dbe189"	"T2-R-129"	"scope/transfer-conditions"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/scope"	"d79ba448-76b6-592e-b4ba-8cfd98683755"	"T2-R-130"	"scope/transfer-boundary-components"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/scope"	"cde0ee2b-af3c-5c0d-b23c-632778c93e20"	"T2-R-131"	"scope/author-overgeneralization"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/safety"	"a3270872-1901-5d24-8ef1-374833599bf9"	"T2-R-132"	"safety/stop-rule"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/safety"	"f6dd1368-0d90-5f1a-97d0-56594ce8f4b3"	"T2-R-133"	"safety/restoration-plan"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/safety"	"342e4697-873f-56a8-b4a4-896efe910144"	"T2-R-134"	"safety/advisor-recovery-authority"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/safety"	"6c4e9175-4590-5689-ae2b-678f0eb930b9"	"T2-R-135"	"safety/blame-reporting"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"16a461c4-d90d-5d0f-bfd0-4c1a116ec2be"	"T2-R-136"	"feasibility/partner-commitment"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"0ce26892-666f-5ebe-95b2-c6f48915f18b"	"T2-R-137"	"feasibility/maintenance-owner"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"4f35fd0c-005a-56a7-b33a-d74bde2d65eb"	"T2-R-138"	"feasibility/advisor-hidden-dependencies"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/feasibility"	"3b96bf66-59e4-5dbf-98d3-937402abc67b"	"T2-R-139"	"feasibility/site-schedule-change"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/reproducibility"	"cc72ad54-4cf3-56cd-9119-46776f5b2184"	"T2-R-140"	"reproducibility/config-change-log"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/reproducibility"	"75f22b45-fb1b-568c-bb05-080fdacdcab2"	"T2-R-141"	"reproducibility/deployment-provenance"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/budget"	"473cf3ca-9832-5d9c-97df-974f1d9b0d1b"	"T2-R-142"	"budget/table-update-cost"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/budget"	"675956de-2c61-53e1-bb89-9b49d92558ba"	"T2-R-143"	"budget/table-reading-boundary"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/budget"	"f4371f72-f222-5066-b2f4-0a6be5d6865e"	"T2-R-144"	"budget/author-prose-enumeration-tendency"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"7e647a83-81b0-52d6-9362-e513dc2a5032"	"T2-R-145"	"compensation/longitudinal-reporting-burden"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"d77affab-60c8-5403-b189-17022b484640"	"T2-R-146"	"compensation/staff-labor-separation"	"[]"	"null"	""	""
"2"	"task-2-proposal-authority"	"advisor2/compensation"	"0c470c6b-26a6-5501-93ac-c51fecd708ae"	"T2-R-147"	"compensation/author-unpaid-preparation"	"[]"	"null"	""	""
