source_id	source_memory_location	target_location	target_memory	operation	update_detail	before_text	after_text
T1-U-062	construction-updates/building-access/om-tour-leader-route-expectation	campus-wiki/building-access	T1-W-130	수정	외부 단체 견학 인솔자의 이전 방문 동선 선호를 공사기간에도 같은 후문을 이용하려는 기대와 잘못된 접근 가능성으로 변경한다.	외부 단체 견학 인솔자는 이전 방문에서 사용한 3층 후문 동선을 다음 방문에도 그대로 이용하려는 경향이 있다.	외부 단체 견학 인솔자는 공사기간에도 이전 방문 때의 동선이 유효하다고 기대해 방문단을 폐쇄된 3층 후문으로 데려갈 가능성이 있다.
T1-U-008	construction-updates/event-relocations/01-viewing	campus-wiki/event-relocations	T1-W-012	수정	10층 전시·행사홀의 공사기간 관람 상태를 운영에서 중단으로 변경한다.	본관 10층 전시·행사홀은 방학에도 전시 관람을 운영한다.	공사기간 10층 전시·행사홀의 관람은 중단된다.
T1-U-009	construction-updates/event-relocations/02-reservations	campus-wiki/event-relocations	T1-W-011	수정	본관 1층 회의공간의 외부 행사 신규 예약을 중단한다.	본관 1층 회의공간은 외부 행사를 위해 예약할 수 있다.	공사기간에는 본관 1층 회의공간의 외부 행사 신규 예약을 받지 마라.
T1-U-009	construction-updates/event-relocations/02-reservations	campus-wiki/event-relocations	T1-W-138	수정	본관 1층 회의공간의 교내 회의 신규 예약을 중단한다.	본관 1층 회의공간은 교내 회의를 위해 예약할 수 있다.	공사기간에는 본관 1층 회의공간의 교내 회의 신규 예약을 받지 마라.
T1-U-009	construction-updates/event-relocations/02-reservations	campus-wiki/event-relocations	T1-W-104	수정	본관 10층 전시·행사홀의 신규 예약을 중단한다.	본관 10층 전시·행사홀은 방학에도 예약 행사를 운영한다.	공사기간에는 본관 10층 전시·행사홀의 신규 예약을 받지 마라.
T1-U-076	construction-updates/event-relocations/02-east-auditorium	campus-wiki/event-relocations	새 Memory	추가	campus-wiki/event-relocations에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 본관 행사장의 대체 장소로 동측 독립동 대강당을 안내하라.
T1-U-077	construction-updates/event-relocations/02-engineering-room	campus-wiki/event-relocations	새 Memory	추가	campus-wiki/event-relocations에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 본관 행사장의 대체 장소로 공학관 3층 다목적실을 안내하라.
T1-U-010	construction-updates/event-relocations/03	campus-wiki/event-relocations	새 Memory	추가	campus-wiki/event-relocations에 본관 행사 이전으로 새로 생긴 대체 공간 역할을 추가한다.	∅	공사기간 동측 독립동 대강당은 본관 행사장의 대체 행사 공간으로 전환된다.
T1-U-051	construction-updates/event-relocations/04-compare-venues	campus-wiki/event-relocations	T1-W-016	수정	행사 안내 에이전트의 비교 능력에서 폐쇄된 본관 행사장을 제외한다.	행사 안내 에이전트는 게시된 행사 공간을 비교할 수 있다.	행사 안내 에이전트는 공사기간 폐쇄된 본관 행사장을 비교 후보에서 제외하고 지정 대체 공간만 비교할 수 있다.
T1-U-078	construction-updates/event-relocations/04-no-booking	campus-wiki/event-relocations	T1-W-107	수정	예약 생성 한계를 공사기간 대체 공간 예약 창구 안내 능력과 함께 구체화한다.	행사 안내 에이전트는 예약을 생성할 수 없다.	행사 안내 에이전트는 공사기간 본관 행사장 예약을 생성하거나 복원할 수 없고 대체 공간별 예약 창구만 안내할 수 있다.
T1-U-052	construction-updates/event-relocations/05-location-questions	campus-wiki/event-relocations	T1-W-015	수정	재방문자의 익숙한 출입구·층 선호를 공사기간에도 같은 위치가 유지되리라는 기대와 대체 장소 안내 누락 가능성으로 변경한다.	본관 행사장에 와 본 적 있는 외부 방문객은 이전 방문 때 사용한 출입구와 층을 다음 방문에도 그대로 찾으려는 경향이 있다.	본관 행사장에 와 본 적 있는 외부 방문객은 이전 방문 때의 출입구와 층이 그대로라고 기대해 공사기간 대체 장소 안내를 놓칠 가능성이 있다.
T1-U-053	construction-updates/event-relocations/06	campus-wiki/event-relocations	새 Memory	추가	campus-wiki/event-relocations에 본관 이전 행사 장비의 새 반입 지점을 추가한다.	∅	공사기간 동측 독립동 대강당의 별도 반입구는 본관 이전 행사 장비의 반입 지점으로 전환된다.
T1-U-063	construction-updates/event-relocations/om-event-operators	campus-wiki/event-relocations	T1-W-131	수정	외부 행사 운영업체의 확정정보 기대를 기존 본관 절차가 유효하리라는 가정과 잘못된 반입구 선택 가능성으로 변경한다.	외부 행사 운영업체는 반입구와 무대 접근 동선이 행사 전날까지 명확히 확정되기를 기대한다.	외부 행사 운영업체는 공사기간에도 기존 본관 반입 절차가 유효하다고 가정해 장비를 기존 반입구로 보내거나 대체 장소의 접근 규칙을 뒤늦게 확인할 가능성이 있다.
T1-U-011	construction-updates/temporary-parking/01	campus-wiki/temporary-parking	T1-W-019	수정	지하주차장의 공사기간 일반 주차 상태를 이용 가능에서 이용 불가로 변경한다.	본관 지하주차장은 운영시간 동안 일반 차량이 진입해 주차할 수 있다.	공사기간 본관 지하주차장은 일반 주차를 위해 사용할 수 없다.
T1-U-012	construction-updates/temporary-parking/02-locked-door	campus-wiki/temporary-parking	T1-W-020	수정	지하주차장 보행자 출입문을 공사기간 일반 개방에서 잠금 상태로 변경한다.	지하주차장 보행자 출입문은 운영시간 동안 일반 보행자에게 열린다.	공사기간 지하주차장 보행자 출입문은 잠긴 상태로 운영된다.
T1-U-013	construction-updates/temporary-parking/03	campus-wiki/temporary-parking	새 Memory	추가	campus-wiki/temporary-parking에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 교직원에게 잠긴 지하주차장 보행자 출입문을 실물 출입증으로 통과하도록 안내하라.
T1-U-014	construction-updates/temporary-parking/04	campus-wiki/temporary-parking	새 Memory	추가	campus-wiki/temporary-parking에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사·건물 관계자에게 현장에서 승인된 통제 출입 절차를 통해 지하주차장에 출입하도록 안내하라.
T1-U-015	construction-updates/temporary-parking/05	campus-wiki/temporary-parking	T1-W-021	수정	본관 로비와 지하주차장을 잇는 내부 계단을 모든 이용자에게 폐쇄한다.	본관 로비에서 지하주차장으로 내려가는 내부 계단은 운영시간 동안 이용할 수 있다.	본관에서 지하주차장으로 내려가는 계단은 모든 이용자에게 폐쇄된다.
T1-U-016	construction-updates/temporary-parking/06	campus-wiki/temporary-parking	새 Memory	추가	campus-wiki/temporary-parking에 공사 업데이트를 독립된 Memory로 추가한다.	∅	지하주차장은 공사 자재를 임시로 적재하는 장소로 사용한다.
T1-U-082	construction-updates/temporary-parking/07-lost-property	campus-wiki/temporary-parking	새 Memory	추가	campus-wiki/temporary-parking에 공사 업데이트를 독립된 Memory로 추가한다.	∅	철거 뒤 지하주차장에 남은 개인 물품은 분실물센터로 옮겨졌다.
T1-U-018	construction-updates/temporary-parking/08-a-lot-closed	campus-wiki/temporary-parking	새 Memory	추가	campus-wiki/temporary-parking에 공사 업데이트를 독립된 Memory로 추가한다.	∅	본관 연결 A 야외주차장은 공사기간 폐쇄된다.
T1-U-083	construction-updates/temporary-parking/08-c-lot-open	campus-wiki/temporary-parking	T1-W-187	수정	C 야외주차장을 본관 방문 차량의 임시 대체 주차장으로 변경한다.	C 야외주차장은 게시된 운영시간에 방문 차량을 받는다.	공사기간 C 야외주차장은 본관 방문 차량의 임시 대체 주차장으로 운영된다.
T1-U-084	construction-updates/temporary-parking/08-a-lot-reopen	campus-wiki/temporary-parking	새 Memory	추가	campus-wiki/temporary-parking에 공사 업데이트를 독립된 Memory로 추가한다.	∅	A 야외주차장은 본관 공사 종료 직후 재개방할 계획이다.
T1-U-019	construction-updates/temporary-parking/09	campus-wiki/temporary-parking	T1-W-018	수정	A 야외주차장과 지하주차장을 잇는 경사 진입로를 공사기간 차단 상태로 변경한다.	본관 왼쪽의 A 야외주차장은 경사 진입로를 통해 본관 지하주차장과 연결된다.	공사기간 A 야외주차장과 본관 지하주차장을 잇는 경사 진입로는 차단된다.
T1-U-054	construction-updates/temporary-parking/10-explain-parking	campus-wiki/temporary-parking	T1-W-026	수정	주차 안내 에이전트의 설명 능력을 공사기간 폐쇄·대체 주차 정보로 구체화한다.	주차 안내 에이전트는 게시된 개방 상태를 설명할 수 있다.	주차 안내 에이전트는 공사기간 지하주차장·A 야외주차장 폐쇄와 C 야외주차장 대체 이용을 게시정보에 근거해 설명할 수 있다.
T1-U-085	construction-updates/temporary-parking/10-no-live-spaces	campus-wiki/temporary-parking	T1-W-112	수정	실시간 빈자리 확인 한계를 C 야외주차장 안내 능력과 함께 구체화한다.	주차 안내 에이전트는 실시간 빈자리를 확인할 수 없다.	주차 안내 에이전트는 공사기간 C 야외주차장의 위치를 설명할 수 있지만 문의 시점의 빈자리는 확인하거나 보장할 수 없다.
T1-U-055	construction-updates/temporary-parking/11-parking-needs	campus-wiki/temporary-parking	T1-W-025	수정	방문객의 일반 주차 기대를 익숙한 주차장이 열려 있으리라는 기대와 폐쇄 진입로 이후의 재탐색 행동으로 변경한다.	처음 방문하는 운전자는 본관과 가장 가까운 주차장에 일반 주차 공간이 있을 것으로 기대하는 경우가 많다.	본관 주차에 익숙한 방문객은 공사기간에도 지하주차장이나 A 야외주차장에 진입할 수 있다고 기대해 폐쇄된 진입로까지 운전한 뒤 C 야외주차장을 다시 찾을 가능성이 있다.
T1-U-064	construction-updates/temporary-parking/om-delivery-crews	campus-wiki/temporary-parking	T1-W-132	수정	배송·유지보수 업체의 평상시 하역 기대를 공사기간 통제 지점에서 반입 조건을 재확인하는 행동으로 변경한다.	배송 기사와 외부 유지보수 업체는 A 야외주차장 가장자리에서 짧게 하역할 수 있을 것으로 기대하는 경우가 있다.	A 야외주차장 하역에 익숙한 배송 기사와 외부 유지보수 업체는 공사기간에도 같은 지점으로 접근해 통제선 앞에서 반입 시간이나 하역 위치를 다시 확인할 가능성이 있다.
T1-U-020	construction-updates/shop-updates/01-atm-closed	campus-wiki/shop-updates	새 Memory	추가	campus-wiki/shop-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	본관 1층 ATM은 공사기간 폐쇄된다.
T1-U-088	construction-updates/shop-updates/01-store-closed	campus-wiki/shop-updates	새 Memory	추가	campus-wiki/shop-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	본관 1층 24시간 무인매장은 공사기간 폐쇄된다.
T1-U-021	construction-updates/shop-updates/02-atm-alternative	campus-wiki/shop-updates	새 Memory	추가	campus-wiki/shop-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 본관 ATM 이용자를 서편 복합관 1층 ATM으로 안내하라.
T1-U-089	construction-updates/shop-updates/02-store-alternative	campus-wiki/shop-updates	새 Memory	추가	campus-wiki/shop-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 본관 24시간 매장 이용자를 오전 7시부터 오후 11시까지 공학관 캠퍼스스토어로 안내하라.
T1-U-090	construction-updates/shop-updates/02-after-hours-limit	campus-wiki/shop-updates	새 Memory	추가	campus-wiki/shop-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	오후 11시 이후에는 본관 24시간 무인매장을 대신할 교내 대체 매장이 없다고 설명하라.
T1-U-022	construction-updates/shop-updates/03-main-store	campus-wiki/shop-updates	T1-W-027	수정	본관 1층 캠퍼스스토어의 공사기간 운영 상태를 폐쇄로 변경한다.	본관 1층 캠퍼스스토어는 방학 중에도 오전 7시부터 오후 11시까지 운영한다.	본관 1층 캠퍼스스토어는 공사기간 폐쇄된다.
T1-U-092	construction-updates/shop-updates/03-engineering-hours	campus-wiki/shop-updates	T1-W-028	수정	공학관 캠퍼스스토어의 공사기간 운영시간을 오전 7시부터 오후 11시로 연장한다.	공학관 캠퍼스스토어의 방학 중 통상 운영시간은 오전 9시부터 오후 6시까지다.	공학관 캠퍼스스토어는 공사기간 오전 7시부터 오후 11시까지 운영한다.
T1-U-023	construction-updates/shop-updates/04-cafe	campus-wiki/shop-updates	새 Memory	추가	campus-wiki/shop-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 본관 1층 카페는 운영하지 않는다.
T1-U-025	construction-updates/shop-updates/06	campus-wiki/shop-updates	새 Memory	추가	campus-wiki/shop-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	카페 폐쇄기간에는 교직원에게만 1층 이노베이션 허브 안의 커피머신을 이용하도록 안내하라.
T1-U-026	construction-updates/shop-updates/07	campus-wiki/shop-updates	T1-W-032	수정	학생의 평상시 ATM 이용 기대를 공사기간 폐쇄 이후 대체 ATM을 다시 찾는 행동으로 변경한다.	저녁에 현금이 필요한 학생은 본관 ATM을 언제든 이용할 수 있으리라 기대하는 경우가 많다.	본관 ATM을 저녁에 이용하던 학생은 공사기간에도 같은 위치에서 현금을 찾을 수 있으리라 기대해 본관까지 온 뒤 서편 복합관 ATM을 다시 찾아갈 가능성이 있다.
T1-U-056	construction-updates/shop-updates/08-answer-amenities	campus-wiki/shop-updates	T1-W-034	수정	편의시설 안내 에이전트의 위치 설명 능력을 공사기간 대체 시설 추천 범위로 구체화한다.	편의시설 안내 에이전트는 게시된 위치를 답할 수 있다.	편의시설 안내 에이전트는 공사기간 폐쇄된 본관 ATM·무인매장·캠퍼스스토어·카페를 추천에서 제외하고 게시된 대체 시설만 안내할 수 있다.
T1-U-057	construction-updates/shop-updates/09-west-atm-route	campus-wiki/shop-updates	새 Memory	추가	campus-wiki/shop-updates에 공사로 변경되는 ATM 이용 동선을 추가한다.	∅	공사기간 ATM 이용 동선은 본관 1층에서 본관 공사구역을 통과하지 않는 서편 복합관 1층으로 바뀐다.
T1-U-065	construction-updates/shop-updates/om-store-concessionaire-demand	campus-wiki/shop-updates	T1-W-133	수정	캠퍼스스토어 위탁 운영업체의 평상시 학생 수요 관찰을 공학관 매장 위탁 운영업체가 예상하는 공사기간 수요와 운영 조정으로 변경한다.	캠퍼스스토어 위탁 운영업체는 저녁 시간 학생들이 본관 ATM과 24시간 매장을 함께 이용하는 경향을 수요 계획에 반영한다.	공학관 캠퍼스스토어 위탁 운영업체는 본관 시설 폐쇄로 대체 이용자가 늘어날 것으로 예상해 공사기간 저녁 시간대의 인력과 재고를 평소보다 늘리려 할 수 있다.
T1-U-027	construction-updates/facility-updates/01	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	본관은 여름방학 동안 대규모 시설개선 공사를 한다.
T1-U-028	construction-updates/facility-updates/02	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 엘리베이터는 한 대씩 교대로 운행한다.
T1-U-029	construction-updates/facility-updates/03-in-person-closed	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	방문자 서비스 창구는 공사기간 대면 운영을 중단한다.
T1-U-099	construction-updates/facility-updates/03-portal-replacement	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 방문자 서비스 업무는 캠퍼스 통합포털의 방문자 메뉴로 대체한다.
T1-U-030	construction-updates/facility-updates/04-floor-1	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	본관 1층 일반 화장실은 공사기간 이용할 수 없다.
T1-U-100	construction-updates/facility-updates/04-floor-2	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	본관 2층 일반 화장실은 공사기간 이용할 수 없다.
T1-U-101	construction-updates/facility-updates/04-floor-3	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	본관 3층 일반 화장실은 공사기간 이용할 수 없다.
T1-U-031	construction-updates/facility-updates/05	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 화장실 폐쇄로 달라지는 최근접 대체 관계를 추가한다.	∅	공사기간 본관 1층부터 3층까지의 일반 화장실 폐쇄로 가장 가까운 일반 화장실은 서편 복합관 3층 전시관으로 바뀐다.
T1-U-032	construction-updates/facility-updates/06-eligible-users	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 본관 화장실을 이용할 수 없는 학생·교직원·회원은 중앙도서관 화장실로 안내하라.
T1-U-102	construction-updates/facility-updates/06-visitors	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 본관 화장실을 이용할 수 없는 일반 방문객은 원칙적으로 외부 화장실로 안내하라.
T1-U-033	construction-updates/facility-updates/07	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 본관 accessible restroom을 이용할 수 없는 이용자는 학생센터로 안내하라.
T1-U-104	construction-updates/facility-updates/08-consultation-closed	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	1층 이노베이션 허브는 공사기간 상담창구를 운영하지 않는다.
T1-U-035	construction-updates/facility-updates/09	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 대면 상담 기대와 온라인 전환을 놓쳤을 때의 상담 경로 재탐색 행동을 추가한다.	∅	대면 상담에 익숙한 이노베이션 허브 방문자는 공사기간에도 1층 창구에서 바로 상담받을 수 있다고 기대해, 닫힌 창구를 확인한 뒤 온라인 상담 경로를 다시 찾을 가능성이 있다.
T1-U-037	construction-updates/facility-updates/11	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	냉방은 시설 검사를 위해 종종 5분에서 10분 동안 중단된다.
T1-U-038	construction-updates/facility-updates/12	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간은 6월 24일부터 8월 23일까지다.
T1-U-106	construction-updates/facility-updates/14-no-private-scope	campus-wiki/facility-updates	새 Memory	추가	campus-wiki/facility-updates에 공사기간 공개 답변 범위와 비공개 공종 경계를 추가한다.	∅	공사기간 시설 안내 에이전트의 답변 범위는 공개된 운영 영향으로 제한되며 비공개 공종은 확인하거나 추정할 수 없다.
T1-U-066	construction-updates/facility-updates/om-service-contractors	campus-wiki/facility-updates	T1-W-134	수정	용역 직원의 분리 동선 선호를 공사기간 새 서비스 출입구에 대한 부담과 초기 혼선 가능성으로 변경한다.	청소·보안 용역 직원은 교대 때 일반 이용자와 분리된 서비스 동선을 선호한다.	청소·보안 용역 직원은 공사기간 지정 서비스 출입구가 익숙한 로비 교대보다 번거롭다고 느낄 수 있고, 교대 초기에 잘못된 입구로 갈 가능성이 있다.
T1-U-040	construction-updates/route-changes/01	campus-wiki/route-changes	새 Memory	추가	campus-wiki/route-changes에 공사 업데이트를 독립된 Memory로 추가한다.	∅	본관 1층부터 3층까지를 통과해 중앙도서관으로 가던 실내 동선은 공사기간 이용할 수 없다.
T1-U-041	construction-updates/route-changes/02	campus-wiki/route-changes	새 Memory	추가	campus-wiki/route-changes에 공사 업데이트를 독립된 Memory로 추가한다.	∅	3층 후문에서 중앙도서관으로 이어지는 동선은 공사기간 폐쇄된다.
T1-U-042	construction-updates/route-changes/03	campus-wiki/route-changes	새 Memory	추가	campus-wiki/route-changes에 공사 업데이트를 독립된 Memory로 추가한다.	∅	A 야외주차장–본관–중앙도서관 동선은 공사기간 폐쇄된다.
T1-U-043	construction-updates/route-changes/04	campus-wiki/route-changes	T1-W-050	수정	학생의 냉방 실내 경로 선호를 공사기간 야외 대체 경로에서 예상되는 더위와 부담으로 변경한다.	학생들은 여름에 냉방되는 본관 1층부터 3층까지의 실내 경로를 야외 경로보다 선호한다.	여름에 냉방되는 본관 실내 동선을 선호하는 학생은 공사기간 야외 대체 경로로 바뀌면 더위와 이동 부담을 크게 느낄 가능성이 있다.
T1-U-045	construction-updates/route-changes/06	campus-wiki/route-changes	새 Memory	추가	campus-wiki/route-changes에 공사 업데이트를 독립된 Memory로 추가한다.	∅	공사기간 학생센터 accessible restroom을 안내할 때는 본관 기준 왼쪽의 accessible route를 이용하도록 안내하라.
T1-U-047	construction-updates/route-changes/08	campus-wiki/route-changes	새 Memory	추가	campus-wiki/route-changes에 기존 경로의 공사기간 공식 대체 동선 지정을 추가한다.	∅	공사기간 중앙도서관 접근 가능한 대체 동선은 C 야외주차장–학생센터 accessible entrance–중앙도서관 서측 출입구로 지정된다.
T1-U-059	construction-updates/route-changes/09	campus-wiki/route-changes	새 Memory	추가	campus-wiki/route-changes에 중앙도서관 서측 출입구의 공사기간 공식 대체 역할을 추가한다.	∅	공사기간 중앙도서관 서측 출입구는 폐쇄된 본관 연결 동선의 공식 대체 출입구로 지정된다.
T1-U-060	construction-updates/route-changes/10-guide-routes	campus-wiki/route-changes	T1-W-052	수정	동선 안내 에이전트의 경로 비교 능력에서 공사기간 폐쇄 경로를 제외한다.	동선 안내 에이전트는 저장된 지형정보로 경로를 비교할 수 있다.	동선 안내 에이전트는 공사기간 본관 1층부터 3층까지, 3층 후문, A 야외주차장을 지나는 폐쇄 경로를 비교 후보에서 제외할 수 있다.
T1-U-067	construction-updates/route-changes/om-mobility-support-companion	campus-wiki/route-changes	T1-W-135	수정	이동 지원 동행인의 평상시 실내 경로 선호를 공사기간 accessible 대체 동선의 거리와 경사를 사전에 재확인하는 행동으로 변경한다.	이동 지원 동행인은 본관 실내 경로를 중앙도서관까지 날씨 영향을 덜 받는 동선으로 선호한다.	이동 지원 동행인은 공사기간 본관 실내 지름길이 폐쇄되면 동행 전에 accessible 대체 동선의 거리와 경사를 다시 확인할 가능성이 있다.
